"","","Page Name","Page ID","Democrats","Republicans","Candidates Mentioned+","Approx. Spend on Mentions^","# of Ads Mentioning","Sponsor Name(s)","Candidate Page","Approx. Democrat Spend","Approx. Republican Spend"
"125","⊕","Doug Collins","253791814655400","0.07","0.93","Susan Collins* (1743), Donald Trump (526), Kelly Loeffler* (100), Mark Kelly* (84), Joseph Biden (51), Mark Warner* (3), Mitch McConnell* (3), Raphael Warnock* (1)","$226,432","2,511","COLLINS, DOUGLAS ALLEN","1","$16,612","$209,820"
"126","⊕","Carissa Casbon Community","111414109512852","1","0","Dick Durbin* (3)","$16,500","3","NA","0","$16,500","$0"
"127","⊕","Sioux Falls Atheists","128213101272117","1","0","Steve Bullock* (1)","$16,000","1","NA","0","$16,000","$0"
"128","⊕","Greg Lin Tanaka","106808573097317","1","0","Joseph Biden (1)","$15,934","1","NA","0","$15,934","$0"
"129","⊕","1820 PAC","112374966814067","0.89","0.11","Sara Gideon* (32), Susan Collins* (4)","$17,692","36","1820 PAC","0","$15,726","$1,966"
"130","⊕","Jose Javier Rodriguez","296914550322200","0.5","0.5","Donald Trump (1), Joseph Biden (1)","$30,595","2","NA","0","$15,298","$15,298"
"131","⊕","SEIU Nevada","126862261837","0.81","0.19","Joseph Biden (105), Donald Trump (24)","$18,487","129","NA","0","$15,048","$3,439"
"132","⊕","Donald Trump 2020 Fans","2267285956849056","0.02","0.98","Donald Trump (1465), Joseph Biden (26)","$849,659","1,491","I LOVE MY FREEDOM, MAKING WEB","0","$14,816","$834,843"
"133","⊕","Judicial Watch","92925746942","0.33","0.67","Donald Trump (129), Joseph Biden (64)","$44,318","193","JUDICIAL WATCH","0","$14,696","$29,622"
"134","⊕","Ralph Rodighiero for WV Senate","802105766808582","1","0","Mark Kelly* (1)","$14,438","1","NA","0","$14,438","$0"
"135","⊕","YouGov","934438026690635","0.31","0.69","Donald Trump (1084), Joseph Biden (481)","$46,552","1,565","NA","0","$14,308","$32,244"
"136","⊕","Zebralter Medical. Career, Success, Study Tips.","2210854255656922","1","0","Joseph Biden (1)","$14,300","1","NA","0","$14,300","$0"
"137","⊕","Kentuckians For The Commonwealth","81185680159","0.75","0.25","Charles Booker* (457), Mitch McConnell* (154), Donald Trump (58), Amy McGrath* (2), Jeff Sessions* (1)","$19,080","672","KENTUCKIANS FOR THE COMMONWEALTH, NEW POWER PAC","0","$14,248","$4,832"
"138","⊕","NRSC","9324910069","0.03","0.97","Donald Trump (1685), Mitch McConnell* (130), Joseph Biden (46), Doug Jones* (1), Steve Bullock* (1)","$551,967","1,863","NATIONAL REPUBLICAN SENATORIAL CMTE","0","$14,221","$537,746"
"139","⊕","Charlie Van Zant for Superintendent of Schools","240541419343823","1","0","Joseph Biden (1)","$14,169","1","NA","0","$14,169","$0"
"140","⊕","Wisconsin for Biden","103169218173211","1","0","Joseph Biden (12)","$14,101","12","BIDEN, JOSEPH R JR","1","$14,101","$0"
"141","⊕","Colorado Rising State Action","103376984454021","1","0","John Hickenlooper* (1)","$14,031","1","NA","0","$14,031","$0"
"142","⊕","Bob Clegg for Executive Council","106508764399374","1","0","Joseph Biden (1)","$14,023","1","NA","0","$14,023","$0"
"143","⊕","Wendy Davis","10150100007820094","0.3","0.7","Mitch McConnell* (498), Joseph Biden (247), Donald Trump (84)","$46,086","829","DAVIS, WENDY","1","$13,984","$32,102"
"144","⊕","MoveOn","7292655492","0.13","0.87","Donald Trump (9475), Mitch McConnell* (2075), Joseph Biden (1154), Susan Collins* (401), Cory Gardner* (383), Martha McSally* (383), Cory Booker* (380), Tom Cotton* (319), Doug Collins* (178), Kelly Loeffler* (172), Amy McGrath* (60), Scott Taylor* (50), Joni Ernst* (44), Mark Kelly* (17), Steve Bullock* (17), Steve Daines* (17)","$108,992","15,125","MOVEON.ORG CIVIC ACTION, MOVEON.ORG POLITICAL ACTION","0","$13,974","$95,018"
"145","⊕","Facts First","106158314342739","0.01","0.99","Donald Trump (2870), Joseph Biden (41), Gary Peters* (2)","$976,196","2,913","PRIORITIES USA ACTION","0","$13,749","$962,447"
"146","⊕","The Kids Guide","104856814505092","0.01","0.99","Donald Trump (400), Joseph Biden (6)","$928,493","406","NA","0","$13,722","$914,771"
"147","⊕","The Collective Super PAC","1667863356625155","1","0","Charles Booker* (4), Royce West* (1)","$13,559","5","THE COLLECTIVE SUPER PAC","0","$13,559","$0"
"148","⊕","Opportunity Matters Fund","108445584282272","0.6","0.4","Theresa Greenfield* (3), Lindsey Graham* (2)","$22,523","5","NA","0","$13,514","$9,009"
"149","⊕","Rich Amedure","100668474871421","1","0","KNOX, JAMES (2)","$13,220","2","NA","0","$13,220","$0"
"150","⊕","Veterans for Trump","105370081104608","0.2","0.8","Donald Trump (1396), Joseph Biden (341)","$66,881","1,737","TRUMP, DONALD J.","1","$13,130","$53,751"
"151","⊕","Erik Almquist for Michigan House 80th","102779504741792","1","0","Joseph Biden (2)","$12,900","2","NA","0","$12,900","$0"
"152","⊕","David Perdue","159597424207730","0.66","0.34","Jon Ossoff* (100), Donald Trump (57), Joseph Biden (9), Dylan Billings* (2)","$19,551","168","PERDUE, DAVID","1","$12,878","$6,673"
"153","⊕","SEIU Florida","1435148843426547","0.66","0.34","Joseph Biden (112), Donald Trump (57)","$19,138","169","SEIU FLORIDA, SERVICE EMPLOYEES INTERNATIONAL UNION","0","$12,683","$6,455"
"154","⊕","Kelly Loeffler","110061623807565","0.5","0.5","Mark Kelly* (157), Donald Trump (121), Tom Cotton* (17), Doug Collins* (15), Joni Ernst* (4), David Perdue* (1), Raphael Warnock* (1)","$24,975","316","LOEFFLER, KELLY","1","$12,607","$12,368"
"155","⊕","Texas Democratic Party","103983379801","0.22","0.78","Donald Trump (575), John Cornyn* (182), Joseph Biden (116), M.J. Hegar* (65), Nancy Harris* (55), Royce West* (49), Jeff Sessions* (30), Mitch McConnell* (14)","$57,035","1,086","DEMOCRATIC PARTY OF TEXAS","0","$12,544","$44,491"
"156","⊕","Courier","110749446963570","0.32","0.68","Donald Trump (95), Joseph Biden (43), Mitch McConnell* (6), Erik Underwood* (4), Jeff Sessions* (1), Martha McSally* (1)","$39,264","150","COURIER NEWSROOM","0","$12,385","$26,879"
"157","⊕","Democratic National Convention","5550624217","1","0","Joseph Biden (131)","$12,341","131","","0","$12,341","$0"
"158","⊕","Gary Peters","6713653788","0.15","0.85","Donald Trump (659), Mitch McConnell* (310), John James* (172), Cory Booker* (70), Joseph Biden (64)","$82,176","1,275","PETERS, GARY","1","$12,222","$69,954"
"159","⊕","Rural America 2020","103548911154638","1","0","Steve Bullock* (20)","$11,755","20","NA","0","$11,755","$0"
"160","⊕","Floricuas","143061477500269","0.42","0.58","Donald Trump (29), Joseph Biden (21)","$27,055","50","NA","0","$11,363","$15,692"
"161","⊕","Trump for Pennsylvania","102940748211235","0.08","0.92","Donald Trump (647), Joseph Biden (54)","$145,929","701","TRUMP, DONALD J.","1","$11,241","$134,688"
"162","⊕","Paul DePalo","1489199344466547","0.83","0.17","John Walsh* (5), Donald Trump (1)","$13,304","6","NA","0","$11,087","$2,217"
"163","⊕","Peter Oberacker for NYS Senate","110744417148300","1","0","Maggie Toulouse Oliver* (1)","$11,000","1","NA","0","$11,000","$0"
"164","⊕","Democratic Party","12301006942","0.04","0.96","Donald Trump (3460), Mitch McConnell* (447), Cory Gardner* (186), Susan Collins* (186), Lindsey Graham* (147), Martha McSally* (128), Joseph Biden (120), Cory Booker* (57), Thom Tillis* (57), Alissa Baldwin* (1), Scott Taylor* (1), Tina Smith* (1)","$257,003","4,791","BIDEN VICTORY FUND, DEMOCRATIC NATIONAL CMTE","0","$10,947","$246,056"
"165","⊕","Black Voices for Trump","607626319739286","0.03","0.97","Donald Trump (3536), Joseph Biden (96)","$411,406","3,632","TRUMP, DONALD J.","1","$10,874","$400,532"
"166","⊕","Church Militant/St. Michaels Media","102970113093477","1","0","Joseph Biden (1)","$10,870","1","NA","0","$10,870","$0"
"167","⊕","Union 2020 - Pennsylvania","102267811475630","0.78","0.22","Joseph Biden (2328), Donald Trump (647)","$13,863","2,975","UNION 2020","0","$10,848","$3,015"
"168","⊕","Oseguera2020","101213707964033","1","0","Lawrence Hamm* (1)","$10,814","1","OSEGUERA, HECTOR OMAR JR.","1","$10,814","$0"
"169","⊕","American Principles Project","110124618713","1","0","Joseph Biden (65), Gary Peters* (20)","$10,548","85","NA","0","$10,548","$0"
"170","⊕","Yraida Aponte-Lipski for Freeholder","100498434891964","1","0","Joseph Biden (2)","$10,458","2","NA","0","$10,458","$0"
"171","⊕","Acadia Parish Assessor's Office","1226668230828102","1","0","Deborah Jackson* (2)","$10,400","2","NA","0","$10,400","$0"
"172","⊕","Wendy Budetti For Kansas","112590290249134","1","0","Mark Kelly* (1)","$10,200","1","NA","0","$10,200","$0"
"173","⊕","Law Enforcement For A Safer America PAC","101181584780300","0.25","0.75","Donald Trump (12), Joseph Biden (4)","$40,540","16","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","0","$10,135","$30,405"
"174","⊕","Democratic Party of Wisconsin","95483488591","0.37","0.63","Donald Trump (27), Joseph Biden (16)","$27,203","43","DEMOCRATIC PARTY OF WISCONSIN","0","$10,122","$17,081"
"175","⊕","Corky Messner for Senate","105368190818267","0.6","0.4","Jeanne Shaheen* (82), Donald Trump (55), Joseph Biden (2), Joshua Wheeler* (1), William O'Brien* (1)","$16,937","141","MESSNER, BRYANT 'CORKY' S.","1","$10,090","$6,847"
"176","⊕","City Councilor John Hilliard - District 9 Birmingham","692034287666188","1","0","Doug Jones* (1)","$10,000","1","NA","0","$10,000","$0"
"177","⊕","Common Sense New Mexico","114295766995280","1","0","Ben Ray Lujan* (1)","$9,995","1","NA","0","$9,995","$0"
"178","⊕","Identidad Latina Multimedia","273184802815820","1","0","Joseph Biden (1)","$9,800","1","NA","0","$9,800","$0"
"179","⊕","Union 2020 - Michigan","107465820950499","0.77","0.23","Joseph Biden (1761), Donald Trump (525)","$12,699","2,286","UNION 2020","0","$9,783","$2,916"
"180","⊕","Trump For Florida","114904113668632","0.06","0.94","Donald Trump (757), Joseph Biden (48)","$162,937","805","TRUMP, DONALD J.","1","$9,715","$153,222"
"181","⊕","Awesome Survival Guides","104260608058844","1","0","Joseph Biden (11)","$9,618","11","NA","0","$9,618","$0"
"182","⊕","Immigration Voice","243363639063201","0.88","0.12","Dick Durbin* (159), Donald Trump (21)","$10,800","180","NA","0","$9,540","$1,260"
"183","⊕","Legacy PAC","102993134710321","1","0","Steven Cox* (1)","$9,529","1","NA","0","$9,529","$0"
"184","⊕","Matthew Park","111987740159598","1","0","BRADSHAW, MARQUITA (1), BRADSHAW, MARQUITA (1)","$9,500","2","NA","0","$9,500","$0"
"185","⊕","Matthew Park","111987740159598","1","0","BRADSHAW, MARQUITA (1), BRADSHAW, MARQUITA (1)","$9,500","2","NA","0","$9,500","$0"
"186","⊕","Matthew Park for State House","111987740159598","1","0","BRADSHAW, MARQUITA (1), BRADSHAW, MARQUITA (1)","$9,500","2","NA","0","$9,500","$0"
"187","⊕","Matthew Park for State House","111987740159598","1","0","BRADSHAW, MARQUITA (1), BRADSHAW, MARQUITA (1)","$9,500","2","NA","0","$9,500","$0"
"188","⊕","Majority Forward","1721333671443168","0.31","0.69","Cory Booker* (12), Cory Gardner* (12), Thom Tillis* (8), David Perdue* (7), Kelly Loeffler* (4)","$30,662","43","MAJORITY FORWARD","0","$9,434","$21,228"
"189","⊕","Bremer County Democrats","158606540972746","1","0","Joseph Biden (5), Theresa Greenfield* (5)","$9,300","10","NA","0","$9,300","$0"
"190","⊕","She the People","2019228981443626","1","0","Joseph Biden (12)","$9,289","12","NA","0","$9,289","$0"
"191","⊕","Michael F. Walsh for Norfolk County Register of Probate","101472384751854","1","0","John Walsh* (1)","$9,229","1","NA","0","$9,229","$0"
"192","⊕","Elizabeth for TN","101144691549454","1","0","BRADSHAW, MARQUITA (2)","$9,180","2","NA","0","$9,180","$0"
"193","⊕","Ronny Jackson for U.S. Congress TX-13","101724361319410","0.13","0.87","Donald Trump (1079), Joseph Biden (167)","$68,445","1,246","JACKSON, RONNY LYNN","1","$9,174","$59,271"
"194","⊕","Unity in Support","106411444514775","1","0","Joseph Biden (15)","$9,093","15","NA","0","$9,093","$0"
"195","⊕","Christina Cardinale For State Assembly","106449331012662","1","0","Jack Reed* (2)","$8,930","2","NA","0","$8,930","$0"
"196","⊕","Senator Mary Ware","2232116060366752","1","0","Mark Kelly* (1)","$8,928","1","NA","0","$8,928","$0"
"197","⊕","John Cyrier","722877491135810","1","0","Steve Bullock* (1)","$8,900","1","NA","0","$8,900","$0"
"198","⊕","Family Friendly Wisconsin","106224487503967","1","0","Joseph Biden (6)","$8,890","6","SIXTEEN THIRTY FUND","0","$8,890","$0"
"199","⊕","Trump For North Carolina","100556838454730","0.09","0.91","Donald Trump (464), Joseph Biden (48)","$93,631","512","TRUMP, DONALD J.","1","$8,778","$84,853"
"200","⊕","Restoration PAC","1428283027462702","0.87","0.13","Joseph Biden (140), Gary Peters* (18), Donald Trump (17), John James* (7)","$10,094","182","RESTORATION PAC","0","$8,763","$1,331"
"201","⊕","Council Member Lamar A. Thorpe","225113157944102","1","0","Joseph Biden (1)","$8,737","1","NA","0","$8,737","$0"
"202","⊕","No Mask Nevada PAC","113207407109883","1","0","Joseph Biden (1)","$8,726","1","NA","0","$8,726","$0"
"203","⊕","Aubray McPherson","178611532577238","1","0","Joseph Biden (2)","$8,600","2","NA","0","$8,600","$0"
"204","⊕","Jane George TN State Senator District 6","106648460968594","1","0","BRADSHAW, MARQUITA (1)","$8,433","1","NA","0","$8,433","$0"
"205","⊕","Marcus Murphy","103482367823236","0.78","0.22","Joseph Biden (55), Donald Trump (15), John Love III* (2), John Cornyn* (1), M.J. Hegar* (1), Michael LaPierre* (1)","$10,810","75","MURPHY, MARCUS","1","$8,408","$2,402"
"206","⊕","CARE Action","1678142765768486","1","0","Charles Booker* (1), Jeff Merkley* (1)","$8,247","2","NA","0","$8,247","$0"
"207","⊕","Barbara Yates-Lockamy NC Senate","536041003433209","1","0","Joseph Biden (6)","$8,200","6","NA","0","$8,200","$0"
"208","⊕","Raph Graybill for Attorney General","672910176482462","0.67","0.33","Steve Bullock* (43), Donald Trump (21)","$12,196","64","NA","0","$8,194","$4,002"
"209","⊕","Republican Red Wine","100757521655204","0.83","0.17","Joseph Biden (5), Donald Trump (1)","$9,776","6","NA","0","$8,147","$1,629"
"210","⊕","Young Professionals for Joe","148506365544721","0.9","0.1","Joseph Biden (28), Bill Cassidy* (3)","$8,935","31","NA","0","$8,070","$865"
"211","⊕","Marcus Murphy","143542762946146","0.69","0.31","Joseph Biden (89), Donald Trump (22), John Love III* (22), Cory Gardner* (13), John Cornyn* (10), M.J. Hegar* (7), John Hickenlooper* (6), Michael LaPierre* (5), Cory Booker* (2)","$11,515","176","MURPHY, MARCUS","1","$7,990","$3,525"
"212","⊕","SEIU","19972147679","0.11","0.89","Donald Trump (1740), Joseph Biden (216), Cory Gardner* (26)","$72,968","1,982","SEIU, SERVICE EMPLOYEES INTERNATIONAL UNION","0","$7,984","$64,984"
"213","⊕","Citizens For Free Enterprise","113668017062690","1","0","Joseph Biden (131)","$7,969","131","CITIZENS FOR FREE ENTERPRISE","0","$7,969","$0"
"214","⊕","Progress Michigan","21896798120","0.67","0.33","Gary Peters* (516), Donald Trump (254)","$11,892","770","PROGRESS MICHIGAN","0","$7,969","$3,923"
"215","⊕","Sandy Hook Promise","309308412520731","0.5","0.5","Betsy Sweet* (534), Daniel McCarthy* (534)","$15,784","1,068","SANDY HOOK PROMISE","0","$7,892","$7,892"
"216","⊕","Delegate Julian Ivey","172477936599541","1","0","Joseph Biden (1)","$7,800","1","NA","0","$7,800","$0"
"217","⊕","Hilary Ram","104004620940896","1","0","Joseph Biden (1)","$7,800","1","NA","0","$7,800","$0"
"218","⊕","Rachel Willis for Kansas","105514517656864","1","0","Mark Kelly* (2)","$7,700","2","NA","0","$7,700","$0"
"219","⊕","Rural Not Stupid","110206523984709","0.63","0.37","Joseph Biden (41), Donald Trump (24)","$12,000","65","NA","0","$7,569","$4,431"
"220","⊕","Daniel Gade","102988591071943","0.15","0.85","Daniel McCarthy* (144), Mark Warner* (26), Donald Trump (3)","$48,539","173","GADE, DANIEL MACARTHUR MR.","1","$7,424","$41,115"
"221","⊕","Allen Waters for U.S. Senate","1527563887565895","0.94","0.06","Jack Reed* (72), Alisha Shelton* (3), Cory Booker* (3), Donald Trump (3), Edward Markey* (3), Angela Williams* (2), Joshua Wheeler* (1), Mitch McConnell* (1)","$7,905","88","WATERS, ALLEN","1","$7,398","$507"
"222","⊕","When Democrats Turn Out","151525932186806","0.5","0.5","Cory Booker* (8), Cory Gardner* (8), Joni Ernst* (8), Martha McSally* (8), Mitch McConnell* (8), Susan Collins* (8), Thom Tillis* (8)","$14,606","56","WHEN DEMOCRATS TURN OUT PAC","0","$7,303","$7,303"
"223","⊕","Mark Carr for Ohio","107714650748903","1","0","Joseph Biden (1)","$7,300","1","NA","0","$7,300","$0"
"224","⊕","Napier for Pima County Sheriff","104516673282383","1","0","Richard Dien Winfield* (3)","$7,300","3","NA","0","$7,300","$0"
"225","⊕","Libertarian Candidates","1681120172099567","0.5","0.5","Donald Trump (46), Joseph Biden (46)","$14,264","92","NA","0","$7,132","$7,132"
"226","⊕","Wendt for Wyoming 2020","103437244730086","0.92","0.08","WENDT, NATHAN (12), Mitch McConnell* (1)","$7,704","13","WENDT, NATHAN","1","$7,111","$593"
"227","⊕","Vote By Mail PAC","108557097612242","0.17","0.83","Donald Trump (69), Joseph Biden (14)","$42,005","83","NA","0","$7,085","$34,920"
"228","⊕","Union 2020 - Wisconsin","106622407702252","0.74","0.26","Joseph Biden (1463), Donald Trump (516)","$9,548","1,979","UNION 2020","0","$7,058","$2,490"
"229","⊕","Illegal The Project","198365307706211","0.5","0.5","Donald Trump (2), Jeff Merkley* (2)","$14,000","4","NA","0","$7,000","$7,000"
"230","⊕","Knox County Democrats- 5th District","413183396150259","1","0","KNOX, JAMES (2)","$7,000","2","NA","0","$7,000","$0"
"231","⊕","Moe Brown","113843693493716","1","0","Cory Booker* (68)","$6,927","68","BROWN, MAURICUS","1","$6,927","$0"
"232","⊕","Robin Kimbrough Hayes","100102045023863","1","0","KIMBROUGH, ROBIN (17), KNOX, JAMES (2)","$6,900","19","KIMBROUGH, ROBIN","1","$6,900","$0"
"233","⊕","Unfinished Business with Rogette Harris","118632568208837","1","0","Joseph Biden (1), Nancy Harris* (1)","$6,900","2","NA","0","$6,900","$0"
"234","⊕","Security is Strength PAC","1486392121670034","0.92","0.08","Jaime R. Harrison* (11), Donald Trump (1), Lindsey Graham* (1)","$7,494","13","SECURITY IS STRENGTH PAC","0","$6,870","$624"
"235","⊕","DFL Environmental Caucus","763220717125963","1","0","Angie Philips* (2)","$6,800","2","NA","0","$6,800","$0"
"236","⊕","Joe Biden Must Be Tested For Dementia","109352770720250","1","0","Joseph Biden (6), Joseph Biden (6), Joseph Biden (6)","$6,800","18","LANCE THOMAS CARY","0","$6,800","$0"
"237","⊕","Joe Biden Must Be Tested For Dementia","109352770720250","1","0","Joseph Biden (15), Joseph Biden (15), Joseph Biden (15)","$6,800","45","LANCE THOMAS CARY","0","$6,800","$0"
